sub_CST,Lactobacillus_iners,Lactobacillus_crispatus,Gardnerella_vaginalis,Lactobacillus_jensenii,Lactobacillus_gasseri,Atopobium_vaginae,Candidatus_Lachnocurva_vaginae,Sneathia_sanguinegens,g_Megasphaera,g_Streptococcus,Prevotella_timonensis,g_Fastidiosipila,g_Anaerococcus,g_Peptoniphilus,g_Corynebacterium_1,g_Finegoldia,g_Bifidobacterium,Prevotella_amnii,g_Aerococcus,Candidatus_Saccharibacteria_genomosp_TM7_H1,g_Prevotella,g_Parvimonas,Prevotella_bivia,g_Staphylococcus,g_Dialister,g_Senegalimassilia,g_Enterococcus,g_Lactobacillus,g_Mobiluncus,g_Gemella,g_Peptostreptococcus,g_Escherichia.Shigella,g_Porphyromonas,g_Veillonella,Lactobacillus_reuteri,Prevotella_colorans,g_Ezakiella,Prevotella_buccalis,g_Ureaplasma,d_Eukaryota,Lactobacillus_ultunensis_1,g_Alloscardovia,Lactobacillus_coleohominis,Prevotella_disiens,g_Moryella,Prevotella_nanceiensis,g_Mycoplasma,Prevotella_corporis,g_Actinomyces,g_Haemophilus,g_Klebsiella,g_Varibaculum,g_Rikenellaceae_RC9_gut_group,g_Proteus,g_Clostridium_sensu_stricto_1,g_Campylobacter,g_Paeniglutamicibacter,g_Fusobacterium,Prevotella_melaninogenica,g_Howardella,g_Peptococcus,f_Bacteroidales_S24.7_group,g_Bacteroides,g_Facklamia,g_Olsenella,g_Arcanobacterium,g_Lawsonella,g_Brevibacterium,g_Oligella,f_Enterobacteriaceae,d_NA,g_Propionimicrobium,g_Halomonas,g_Helcococcus,g_Murdochiella,Prevotella_denticola,g_Bulleidia,g_Micrococcus,g_Propionibacterium,g_Shewanella,g_Gallicola,g_Roseburia,p_Proteobacteria,g_Corynebacterium,o_Micrococcales,Lactobacillus_paracasei_Lactobacillus_rhamnosus,g_Jonquetella,g_Acinetobacter,g_Blautia,Atopobium_parvulum,g_Collinsella,g_Ruminococcaceae_UCG.014,Prevotella_oris,Sneathia_amnii,g_Stenotrophomonas,g_Faecalibacterium,Atopobium_deltae,f_Lachnospiraceae,f_Family_XI,Prevotella_veroralis,Lactobacillus_salivarius,g_Ralstonia,g_Granulicatella,g_Slackia,g_Rothia,g_Neisseria,g_Nosocomiicoccus,g_Sutterella,Prevotellaceae_bacterium,g_Kocuria,Prevotella_bergensis,f_Family_XIII,g_Globicatella,g_Alloprevotella,Lactobacillus_kefiranofaciens,g_Zimmermannella,g_Actinotignum,g_Sneathia,f_Mycoplasmataceae,g_Negativicoccus,Lactobacillus_fermentum,g_Solobacterium,g_Subdoligranulum,g_Trichococcus,Lactobacillus_delbrueckii,g_Dermabacter,f_Corynebacteriaceae,Atopobium_minutum,g_Lactococcus,g_Sarcina,Lactobacillus_pontis,g_Ruminococcaceae_UCG.002,g_Ruminococcus_2,f_Ruminococcaceae,g_Variovorax,g_Dorea,g_Christensenellaceae_R.7_group,g_Weeksella,g_Rhizobium,g_Anaeroglobus,g_Helcobacillus,Prevotella_copri,g_Alistipes,Lactobacillus_equicursoris,g_Tessaracoccus,g_Helicobacter,g_Actinobaculum,g_Leucobacter,g_Trueperella,f_Halomonadaceae,g_Parabacteroides,Lactobacillus_aviarius,g_Ruminococcus_1,c_Betaproteobacteria,g_Phascolarctobacterium,g_Burkholderia.Paraburkholderia,Prevotella_histicola,g_Enhydrobacter,f_Neisseriaceae,g_Bacillus,g_Anaerostipes,c_Clostridia,f_Prevotellaceae,g_Pyramidobacter,f_Carnobacteriaceae,g_Fusicatenibacter,g_Distigma,g_Serratia,g_Enterobacter,g_Acidaminococcus,g_Citrobacter,f_Pasteurellaceae,g_Pasteurella,g_Bergeyella,f_Peptostreptococcaceae,g_Lachnospiraceae_FE2018_group,g_Delftia,Shuttleworthia_satelles,g_Actinobacillus,g_Sporosarcina,g_Lachnoclostridium,g_Akkermansia,g_Pseudarthrobacter,g_Cupriavidus,g_Mogibacterium,Prevotella_stercorea,g_Kluyvera,g_Leptotrichia,g_Romboutsia,g_Coprococcus_3,g_Coprococcus_2,g_Sphingomonas,o_Clostridiales,c_Chloroplast,g_Scardovia,g_Lachnospira,g_Lachnospiraceae_NK4A136_group,g_Catonella,g_Pediococcus
I-A,0.004687260631272805,0.958091714879329,0.0011509546094714354,0.009720824902381525,0.0013028503632167682,0.00012289436567763245,6.964341832768832e-05,3.255012457302466e-05,4.696841569205917e-05,0.0006978130540428371,0.00036328925919726276,5.232557365876402e-05,0.0012396615378202735,0.000743801293280585,0.0021857134959951366,0.0017664436419577594,8.41774481804303e-05,7.934323742175316e-06,2.077739580227158e-05,6.195305196003509e-06,1.6599353105604226e-05,1.2309157463723692e-05,0.0005163584152739263,0.000720092315185509,0.00019579012033888788,6.7951834190513665e-06,6.162553196536788e-05,0.006036437485679406,3.0038358974892813e-05,3.1440104829073804e-05,6.138586229017454e-05,0.00023551468714531486,0.00010624814099254661,7.89430771559031e-05,0.002550331959305858,2.8847015237660197e-05,0.0002376241495393005,5.9670671053398195e-05,0.000642370100926838,0.000697038505497999,7.308256903381359e-05,5.013991522023088e-05,0.0004984251713972919,7.619580994939181e-05,5.507769997124581e-06,1.637226147385886e-06,7.518149193803466e-06,0.00011190915888768253,0.00011633187394052141,3.356946893817186e-05,1.2386505028183715e-05,7.796216582154397e-05,1.3276123321343602e-06,4.709488594335489e-06,0.0012506326548900745,5.573747475413961e-05,0.00014879537802550731,2.6512293906561743e-05,6.903182495103839e-06,3.0135711203754897e-05,2.953298557849224e-06,3.790908568178172e-06,0.00010641655127641183,9.009768958377274e-05,2.0733954303254728e-05,1.5319763753315815e-06,6.226929272221831e-05,9.822426047447371e-05,9.381419157116027e-05,2.1837917623480866e-06,0.00018046321702808277,1.2147677504387049e-05,0.00022705090266750413,6.246581105446846e-05,3.4173960583923825e-05,9.74934100937191e-07,7.007075370007103e-08,2.8844112832026173e-05,0.00010690289758475906,0.00011355850820506101,2.4496094919352306e-05,3.421451840789093e-05,2.8783765743257902e-06,3.337391229045017e-05,3.236404055131939e-06,2.6489574326050263e-08,1.526226710274767e-05,6.40053915640081e-05,4.501724457108973e-05,8.980737800924373e-06,2.9171999316126616e-05,1.603144533865921e-05,5.072692658056036e-08,2.223492948442257e-08,5.4270457966666075e-05,4.0320859883358955e-05,5.724279462148123e-06,2.3619715717638484e-05,4.361969352403162e-06,3.9798973154085956e-07,1.3893518332171674e-07,9.148046775631916e-06,3.2764665786014866e-06,2.7359970144164434e-06,1.78341358363419e-05,7.578435927337735e-06,5.873489781905018e-06,1.7567623205230795e-05,4.714739212417798e-05,1.802742181529265e-06,6.16019884737123e-06,7.89125734452104e-06,3.387436038446339e-06,2.2275272007977664e-06,0.0003502624570187556,2.0669926382038135e-05,4.186899118030692e-06,2.461127558783767e-07,2.422626967638444e-08,7.721926557243246e-06,1.7601170155132568e-05,6.201796484365884e-07,1.3985683120929909e-05,0.0,0.0,1.0006985799168252e-05,7.680763050742852e-06,8.2827889718428e-06,8.204259908335886e-07,8.249755617653955e-05,0.0,6.587568328973822e-06,8.722585620291383e-06,5.406239572447162e-06,1.8066545344991678e-05,1.1911606940937821e-05,2.406820028273049e-06,5.011977192341846e-06,9.706443196925135e-06,3.445141712416365e-06,5.111530195467001e-06,2.0069732537309563e-05,3.763889973187148e-06,0.0,5.614821639498678e-06,1.8366166485136693e-06,9.76248616228588e-06,1.0263010056076983e-08,1.0493418288895502e-05,2.3756248952955792e-05,6.294557827459937e-06,3.48468375496564e-07,1.4128022905873903e-05,1.487557442703569e-06,4.06273394648648e-06,7.441857229907437e-06,1.0164459414424735e-06,6.955725151933498e-06,3.090305996748351e-05,1.1512644353405037e-05,9.45087298781394e-06,1.0258292874828514e-06,5.087156578275871e-06,2.4285836190924603e-06,7.842105725842132e-09,9.351861209307663e-06,1.1672182050595049e-05,2.0901199171357275e-06,8.721601167788685e-07,4.148136979123394e-06,4.95184772764524e-07,3.410271231805499e-07,0.0,1.2815484934470345e-06,1.0492299133355564e-06,3.128718348329059e-08,1.1938251249504654e-05,8.551660431009673e-08,1.3666852566924567e-06,1.3553943883912482e-07,4.569254096839543e-06,4.081504628717935e-06,9.502057288947608e-08,1.316219438700853e-08,3.414825096040927e-07,9.961453955674827e-06,2.435930679064233e-08,3.6038001499956717e-06,2.323910044986321e-06,2.4612752931168644e-06,4.770758355878766e-06,2.585583006302734e-05,1.3602322083778024e-06,1.253943299934514e-05,1.3855903179382473e-08,5.48665038479472e-06,3.5977222030590315e-06,2.454974948086088e-08,0.0
I-B,0.061931215180839876,0.7160487289691666,0.012650229966056761,0.041706488582732286,0.020970376383277832,0.0025713163180683574,0.0002928631140197911,0.0010545133664992914,0.0008569686332717435,0.010394493350862824,0.0037753764450295327,0.0003970531547170898,0.008694647864117128,0.006219591141760463,0.009797728574674265,0.011268985523005584,0.008738719897294755,8.240858680339009e-05,0.0004680174009967294,3.90245784915565e-05,0.00019597698966670264,0.00024304057793283755,0.004137902675075027,0.0050967316825617425,0.0021470313528134527,9.996024843252478e-05,0.0025323350763225786,0.0135244785014853,0.0002774665838298508,0.0005168631521290481,0.00073868041468256,0.004277496807279343,0.0009734582171552743,0.0008089654199980606,0.005297955048523419,0.0003748781549193709,0.001946526500664903,0.0008445434018418375,0.002285000457700616,0.0017537033191784713,0.010320455141674609,0.001255423468036098,0.001867383283394746,0.0005696737794113916,8.49885810960598e-05,3.2350918923993146e-05,4.113139371785396e-05,0.0014358116245121887,0.0012315273738634817,0.000491782023373312,8.818249988919876e-05,0.0007826400001223156,1.6112273287739187e-05,4.527983336790675e-05,0.0021561292237486304,0.0006423902731342719,0.0006778752089965064,0.000499632018969306,7.417698388371026e-05,0.00034427598510783114,4.836014269573409e-05,4.749510447381572e-05,0.0003451610280502275,0.0007294519200088707,0.00015234518833061387,1.8998450139526073e-05,0.000383665391286824,0.0004634904630880045,0.0003258842305398321,7.002218118851957e-05,0.00042934748522401457,0.00020238677666824126,0.0006496317475119987,0.0003642883831255581,0.00030411690962261334,0.000265022011699305,2.7143528554434814e-06,5.624774392685675e-05,0.00030693105202523664,0.00041685046140592244,0.00021391065547679637,0.00012830493549898525,1.721289421371109e-05,0.00018170034375680828,1.0281953888045619e-05,1.2701733097991692e-06,0.00018815700834833902,8.5451740703977e-05,0.000167236117290914,0.0004151704343488889,8.349199503863374e-05,8.192873882174276e-05,2.11700440138505e-06,4.38375907813134e-06,0.00012007316626043298,0.00012741243323365333,6.196662207050464e-05,8.526706534281357e-05,5.913093592155734e-05,5.100551382226617e-06,8.56954546356961e-06,9.064993188036884e-05,6.814074226824721e-05,5.370246338090232e-05,0.00020134548977734711,0.000140502126304608,7.175502910445197e-05,0.00010679777102723085,3.5741351409169534e-05,1.3039735736459849e-05,5.432289105892306e-05,8.377452356436054e-05,1.844463944510765e-05,3.8799731694293146e-05,2.905557349524235e-07,9.075689314755678e-05,6.827248310215703e-05,3.8706622613890686e-05,1.0634426709933155e-07,6.126408259927902e-05,6.562799700675649e-05,4.978209939825399e-06,5.7423336511558516e-05,0.0,2.7732896763891404e-05,4.63245879477376e-05,5.317925065482486e-06,7.472929545222017e-05,0.00011348739326245323,0.00041637932185907507,0.0,1.427503412592773e-05,2.910079218109262e-05,2.2803550261369695e-05,6.537682823538156e-05,3.419467435148173e-05,1.9742412326921984e-05,2.5866835151490172e-05,0.00011165290373707214,4.896620378981178e-05,4.523366387590631e-05,3.481797279281384e-05,1.2612528913654697e-05,0.0,2.9601821068020177e-05,0.0,1.898546791611079e-05,2.4775710039228375e-08,2.8464607567332305e-05,0.0001001849112606923,2.4106782845965637e-05,7.705398824120864e-05,2.305633049373514e-05,4.934255939854079e-06,1.9044997269079985e-05,1.3532760420449036e-05,2.0664915798798318e-05,1.7299470465241758e-05,0.00014652972201836548,1.6619120625264034e-05,2.810889587822284e-05,6.813313533188036e-06,8.004939695995787e-06,2.3139626500954627e-05,7.449153239807664e-06,2.6532292500299947e-05,3.3790200982319525e-05,1.1010031542125792e-05,1.9928049166307205e-05,1.1291645039008962e-05,2.4134579940500107e-06,6.378974934604594e-05,0.0,1.2725403644664589e-05,5.968351307839437e-06,3.6419404630212996e-06,3.541245997672472e-05,6.328488413734323e-06,1.3998474863702263e-05,9.540784851676096e-08,1.8835537891775454e-05,6.742495739428695e-06,7.627870191314908e-05,6.836294203934246e-06,2.503613334762739e-06,5.008858647704852e-06,3.189426258822316e-06,3.12829389249742e-05,1.1535256158592065e-05,8.687462365676926e-06,1.210440664312483e-05,6.46839913413746e-06,2.563983041391234e-05,1.9576299944354124e-05,2.690739608057449e-05,2.856946107230919e-05,1.5691620689330024e-05,1.0258192289729423e-06,0.0
II,0.06253775089682602,0.006031606244379919,0.07627470008017541,0.004020265264879451,0.6575490693285857,0.0078633892524412,0.00030695389231325595,0.0011375409819010256,0.00021465243232649225,0.01630672809972675,0.013021036545057903,0.0003314372130173453,0.018402675141528626,0.007744779262856728,0.01877459982881473,0.014676956905324242,0.02678766945859991,0.00048447927816421265,0.00032846583395064184,0.00023789251195053372,8.319425778498999e-05,5.226084360464595e-05,0.003400963079583117,0.002469159737352834,0.004305348210410102,0.0001566093946949366,0.0010150426889992238,0.0002490098761175299,0.00012811160013213865,0.000544058857900565,0.0017426117054239016,0.0026646189189885056,0.0005393851738752439,0.0005106291193652237,0.0024683777747726,0.0003077749530342549,0.002338333960710132,0.0014084343585886686,0.0035004811741884087,0.0018918656563289534,0.00010329271406782352,0.006188002014507416,0.00030607364621230586,0.0005525793564006293,0.00012922964119080438,7.115786775733678e-07,9.640722285916439e-05,0.0018468897676435314,0.0008329411493000715,0.0006333529761868565,0.002235197476849418,0.001936824065467685,1.5038100564912967e-05,4.0395372999310335e-05,1.4883856548954955e-05,0.0009427315775427451,0.0016010114668041945,0.0003423674675521048,5.415033167247928e-05,0.0011105433859040037,2.750888994722778e-05,3.0499625197852016e-05,0.000238058795857305,0.000877116634910642,0.0012826024204794083,6.760018007260147e-05,0.00021280785520620836,0.0014642055315635869,0.0009529169868828315,3.7187030330407655e-05,0.00038920522687920834,0.001548974236079895,0.00039469237522161347,0.0007988387755727681,0.00019548517886273922,8.16850483206717e-07,2.2634906142421545e-07,6.045924399508728e-05,0.00017198388730064334,0.00012342004613096025,0.00041432449854057654,0.00011687325923513633,1.5091112091208248e-05,0.0002707200023934872,4.404203174435368e-06,0.00040501976111758997,0.00010149914432448697,0.00014780155468461606,6.680366983038463e-05,0.00017229539196193883,3.478592457463608e-05,4.4212108176523785e-05,5.875244882304996e-07,0.0,0.00030605486564768737,7.89099068546176e-05,0.00016059281549909489,7.368891508899453e-05,8.784038664820027e-05,1.616436875930525e-05,6.634525238894296e-05,0.0002582718182462266,4.552758426997466e-06,0.0001254336946352674,8.513168296794174e-06,1.6517515678290262e-05,1.2522206914298625e-05,5.0909297953607286e-05,9.263495158534762e-07,1.8747147939569905e-05,2.734803928858996e-05,5.863238548040632e-05,9.951208167449486e-05,1.6306191739914608e-05,0.0,3.370140628966801e-05,2.1022744673990033e-05,1.3639815151031667e-06,0.0,3.6894063677734095e-05,0.00026411169992510185,2.0433331533525197e-06,1.4500612658890722e-05,0.0,0.00011684786450380315,0.00013684647710887892,1.6120376343296792e-05,6.947600304349698e-07,8.51044563586901e-08,0.0,0.0,1.0723779432080386e-05,2.2520290706793464e-05,1.0599700658353263e-05,0.0002916275430692122,2.123529387311608e-05,1.686144195520242e-05,0.00022394069632348192,0.0007167743498782257,2.3295203737433242e-05,9.521263318108582e-08,1.2562313391611986e-06,9.228430251594613e-06,0.0006346614319147705,2.511347531636062e-05,0.00014020761607052613,5.411071306860079e-05,0.00032096507766582466,7.58197767548261e-05,2.2619002838530854e-05,5.005936377465864e-06,0.0,1.2532246927592515e-05,1.1386063828572413e-05,9.417517941898317e-06,2.8665176517018784e-06,1.997376387656902e-05,0.0001019977520553742,5.923725173978905e-06,4.563908101134508e-05,6.179127270017535e-06,0.00016628403466922848,5.65041051868705e-07,1.3859878249029071e-05,6.296366982609395e-07,1.671673997241958e-05,4.6996163325722665e-05,4.1219262770552255e-06,2.3317168577298376e-06,2.0230842805136808e-05,0.0017634719104035483,0.0,0.0,9.900093579098382e-06,4.058753681250396e-06,5.677781959325804e-07,0.00013323758774865923,0.0,0.0,0.0,9.592477029545662e-06,2.1918862385072664e-06,0.0,0.0,4.6538315365515955e-07,0.0,0.0,4.628357061171388e-06,7.014056392083988e-06,8.87309880471032e-06,7.389269520153399e-07,8.984542314144318e-05,3.5128045621276367e-06,2.8984973574413893e-05,0.0,4.521239844692552e-06,4.541687706244946e-06,3.032017130654227e-08,0.00021692143298054643
III-A,0.9084681591313181,0.002902799831147939,0.01013136064191281,0.02987510269945165,0.005788064509426959,0.0005604807187569854,0.0004024947202693973,0.000528450111474475,0.0005771585182574698,0.005954162284872451,0.0005988854525912776,0.00014410434245352605,0.0021212850299443644,0.0016322177163914729,0.004632577421763504,0.003901264178948955,0.00014679166481933675,7.311900006916542e-05,0.0006659869740035992,6.692674454075372e-05,6.980636053398381e-05,6.414466301658232e-05,0.0006752274507200359,0.0032522490851667014,0.00028185366664469527,7.538676779642232e-05,0.00024812715944958353,0.0003994943362208902,5.56267813262881e-05,0.0003819323257587108,0.0002579503734240469,0.0005243209084553797,0.00019429092424206283,0.000489058465556301,0.001421717209492367,7.63656449261714e-05,0.00045630119351511294,0.00013834066492782038,0.0016522593639744095,0.001139293079927231,2.3611965186332755e-06,3.056509030992843e-05,0.0014840363147813995,0.00012113056031970551,1.2641876903104976e-05,5.8085990064450325e-06,0.0001505292180586632,9.563744447915984e-05,0.0001685619979171952,0.00041074690854321584,0.0004048209161859141,0.00012711707485438901,4.085888102983963e-06,1.6312739184844596e-05,0.0001364502534207458,0.0001635028827336431,0.00017152486980726082,9.915068849890304e-05,3.7207851422084947e-05,7.540528245860354e-05,1.2905456998050946e-05,7.256594709435348e-06,0.0003278324203279199,9.929381847414795e-05,3.0330591199376227e-05,6.131161409111213e-06,8.531729812248655e-05,0.00020941882027716656,6.118468973780957e-05,3.0669706927650194e-05,0.0002429389686342436,2.845457273347075e-05,0.0006321151062969084,4.8905307464201106e-05,4.256719739672522e-05,1.0683410177749613e-06,6.212249846765502e-07,7.892055191027568e-05,0.00017468930969454213,0.00034450304647652577,4.492108478561166e-05,5.5325177314220926e-05,1.4152672941789015e-05,0.000115526427038099,1.3293857587420595e-06,2.3856413157848185e-06,5.536323631329769e-05,0.0002940477662970957,0.00012577362399276084,7.1629329353079035e-06,3.087438800455321e-05,7.747773107155825e-05,7.40505469264002e-07,3.372674456645282e-08,0.0001822466957684937,5.0348529848938555e-05,1.4277011295738061e-05,7.08177417059906e-05,1.3111406089080735e-05,3.742151074177226e-06,2.4938602705915836e-05,6.25246795184505e-05,3.5880903042988595e-05,9.292064127486602e-06,7.032797446799392e-05,4.242059793529597e-05,1.532042055367349e-05,1.9842494007278756e-05,1.3325504169208034e-05,4.737804042189214e-06,8.481842628669789e-06,1.718595271782753e-05,9.516739384606321e-06,7.461624996173883e-06,2.744282498513002e-06,1.0468781750411362e-05,4.153888481855473e-05,3.516591576413723e-07,9.698891698119204e-06,1.3209761767363148e-05,1.2017104421062841e-05,2.8171326636298263e-06,2.7103177037136258e-05,0.0,0.0,3.019849023699686e-05,2.5681875395793845e-05,1.0765778425440163e-05,4.460872727080167e-07,1.651956946124524e-05,6.557871758136048e-05,8.516934973563484e-06,1.748306774084181e-05,8.858289397255277e-06,7.355812574014451e-05,1.59264223939965e-05,2.6253365357937526e-06,4.729976430662435e-06,9.243847090432869e-05,1.414761978381322e-05,7.578566051626704e-06,7.507772235451715e-06,2.008397965029498e-05,1.0517655534425771e-07,2.109210884192142e-05,3.2257484030727574e-05,1.060989405462403e-05,1.2120646864998312e-06,3.3568269427576857e-06,6.151913367277484e-05,1.9163538422648e-05,9.070740775632251e-06,2.0875907906460484e-05,2.4582224250611163e-06,8.217149989970743e-06,2.661761870471324e-05,7.474232776285822e-06,2.9360456944871494e-05,1.416809916671689e-05,8.76573274571628e-05,1.0941328540175336e-05,2.5400558559987616e-06,4.688647457697956e-07,2.794352909612323e-06,3.5080776074117894e-08,1.2507182741284807e-05,2.3470440462914474e-05,4.6691451119885755e-05,5.83882750038831e-06,1.120484248359587e-05,6.800106726158563e-07,5.731957538351412e-07,1.0263829689400092e-07,1.893509947124802e-05,1.7603601945335617e-06,2.6698622780150753e-07,6.820028028685519e-05,0.0,7.973300422024351e-06,7.197456706698121e-08,2.4755804225920765e-05,6.136670041919346e-06,0.0,1.0557849299994743e-05,3.266887184458373e-07,8.568786970802295e-07,1.0377719409335312e-07,1.281548416542471e-05,7.152019525068941e-06,3.4496816271511214e-06,4.4435601852943245e-06,7.505577122856512e-05,1.5008846565473958e-06,1.082601509858238e-05,0.0,1.2954107760382948e-05,5.731040611164217e-06,7.530390484192152e-08,1.6164548011796444e-06
III-B,0.6094084385584626,0.12333286020153267,0.08960744346228236,0.022025566051021347,0.005286305155251238,0.009318014011682602,0.0033147104149613186,0.004299087567420871,0.005617787574813503,0.020855191953416563,0.0033194573057792197,0.0006611204343962704,0.009363314696486753,0.00696969404114052,0.00878110895274229,0.012338711983853468,0.0004699489259558174,0.0010111051748119774,0.006435775525927485,0.0008895342992753503,0.0005546980227146136,0.0005917344453959842,0.00417267608425316,0.005777762611813423,0.0016575301947926518,0.0006924498570856561,0.0005294442572592957,0.004458583839079261,0.00023326412363416612,0.001812110846130589,0.0015466780870461688,0.0016819861376120699,0.0012022899441942812,0.002159513253055773,0.0041524562488392544,0.00043032908056602246,0.0016719594425230724,0.00045422567527564887,0.0026763665108961517,0.00133401782081567,8.132171751307336e-05,0.000208270187200333,0.0015367534330618733,0.0005365246236068261,0.00018813632556974002,0.00013656650287496923,0.0006671569614991556,0.00046426756123908123,0.0006664904277364395,0.0014976950720287112,0.0002832556577268805,0.0005712470538051552,5.387999456518442e-05,2.0158092851980362e-05,0.0006351100782215866,0.00048622273261778335,0.0004278007566005829,0.00023618500917709423,0.00025547155662165676,0.0003043671444499491,9.402083721949195e-05,4.840180524008907e-05,0.0006055978676545454,0.0004763273011814954,0.00011664957748836949,6.994966227955942e-05,0.00037360053967150657,0.0002682238152358459,0.00010789609715969968,0.00017447255121186297,0.0002693136568845759,0.00015648546151829652,0.0003844232599423062,0.0002407047388366409,0.0001499202703785298,2.3427411990847517e-06,1.4017359644286602e-05,5.970530381243947e-05,0.00020712621994531914,0.00022835094283003618,0.00018273193787041089,0.00022472629985267816,1.3236680333302286e-05,0.00017991346823530233,2.89529906009291e-05,7.667987230963865e-07,0.00010684129145637476,0.0001965866214744343,0.00021831287789516384,6.666809229628476e-05,0.00012507421085931086,0.0001267213928485733,3.4090099294127086e-06,6.2463717881428205e-06,0.00011373732967775337,0.0001918916981872173,4.9489779939085145e-05,0.0001569035626888805,3.0485887778782055e-05,4.2800278536465536e-05,1.4483388268738353e-05,0.00025520164810278936,0.0001557727997123416,4.5403328585892015e-05,0.00011362888573664182,0.00017194989838309932,2.121666734495333e-05,6.54097003757013e-05,0.00010537499967775613,2.576442238133737e-06,6.988832892270055e-05,7.382586011534382e-05,2.2804122133239375e-05,3.693044119753776e-05,5.629616001105774e-07,2.2058183150730077e-05,7.781706399418112e-05,8.865852969744199e-06,5.784104855895257e-06,5.4559847841805095e-05,1.749330088127239e-05,1.74480169405437e-05,5.6371177086929965e-05,2.291745452601772e-05,0.0,6.939283061944852e-05,8.236812028880852e-05,6.579410125016463e-05,5.947204036131005e-06,6.43992290369515e-05,1.6111664476185315e-06,1.8138900960614858e-05,6.231976858768858e-05,8.66491031196172e-05,5.677228220593489e-05,5.5698545347249016e-05,1.5951154379493713e-05,3.501860647298215e-05,7.641819537417715e-05,2.557963986323555e-05,1.9510855408870688e-05,2.309220928485571e-05,5.1343499317752915e-05,1.7464980279518275e-06,3.5781336118198055e-05,6.874701805642621e-05,7.24170997966029e-05,3.827118923935483e-07,1.7259069725560705e-05,3.608391962715288e-05,3.875025375469895e-05,2.729282868097948e-06,6.71295715762978e-05,1.4377941182193982e-05,1.756021456130542e-05,0.00010553039313718402,2.3453909182943793e-05,2.815195280247163e-05,1.3807582498347346e-05,3.02228141699836e-05,3.784185051347446e-05,4.8573920146223646e-06,1.9375123167328072e-05,1.655220583711356e-05,5.6646221429579155e-06,3.924252185515347e-05,2.1173696175756558e-05,3.548555293520336e-05,3.6831488263797747e-06,2.814662922202016e-05,3.865706197689439e-06,5.641236130842182e-06,2.6011310146838462e-08,1.2729436830971018e-05,8.637674103156425e-06,1.917006372248736e-06,7.725003702452264e-05,2.3242686022128756e-07,9.468644369928884e-05,1.0474483108543977e-07,2.255510124205688e-05,1.4779628768869153e-05,0.0,3.977031465568693e-05,4.365608038632653e-06,2.9443723220623897e-05,3.697027141776917e-07,2.4695222264097948e-05,2.056871542668161e-05,1.687506543408837e-05,2.0026493680608713e-05,2.8429106527075008e-05,5.311120363349913e-06,2.4681148359071095e-05,1.7649057008236694e-08,2.2583628284779722e-05,1.3535186806160076e-05,1.1490268561229078e-06,8.838315810134874e-08
